id,doi,display_name,publication_year,type,cited_by_count,open_access__oa_status,host_venue__display_name,primary_location__source__display_name,primary_topic__display_name,primary_topic__field__display_name,primary_topic__subfield__display_name,biblio__volume,biblio__issue,biblio__first_page,biblio__last_page,fwci,authors,institutions,concepts_list,author_name,author_openalex_id
https://openalex.org/W4401271631,https://doi.org/10.1089/vbz.2024.0025,Mapping <i>Ixodes pacificus</i> and <i>Borrelia burgdorferi</i> Habitat Suitability Under Current and Mid-Century Climate in the Pacific Northwest (BC and WA),2024,article,2,closed,,Vector-Borne and Zoonotic Diseases,Species Distribution and Climate Change,Environmental Science,Ecological Modeling,,,,,0.876,Carl Dizon; Elizabeth A. Dykstra; Erin Fraser; Isabelle Couloigner; Muhammad Morshed; Stefan Iwasawa; Sunny Mak; Susan C. Cork; Sylvia Checkley,BC Centre for Disease Control; University of British Columbia; University of Calgary; Washington State Department of Health,Antibody; Biology; Borrelia burgdorferi; Current (fluid); Ecology; Geography; Geology; Habitat; Immunology; Ixodes; Oceanography; Tick,A5089212646,https://openalex.org/A5089212646
https://openalex.org/W4404552450,https://doi.org/10.1016/j.ttbdis.2024.102413,The distribution of Babesia odocoilei in Ixodes species ticks in Canada: Implications for one health surveillance,2024,article,1,gold,,Ticks and Tick-borne Diseases,Vector-borne infectious diseases,Immunology and Microbiology,Parasitology,15,6,102413,102413,0.716,Alejandra Irace-Cima; Antonia Dibernardo; Ariane Dumas; Camille Guillot; Catherine Bouchard; Christy Wilson; Curtis Russell; Cécile Aenishaenslin; Emily Jenkins; Erin Fraser; Heather Coatsworth; Jacqueline Badcock; Jean-Philippe Rocheleau; Jules K. Koffi; Justin Carr; Jérôme Pelletier; Karine Thivierge; Kateryn Rochon; Katie M. Clow; Maarten J. Voordouw; Manisha A. Kulkarni; Marion Ripoche; Mark P. Nelder; Muhammad Morshed; Nicholas H. Ogden; Nicoletta Faraone; Patrick A. Leighton; Roman McKay; Roxane Pelletier; Scott Graham-Derham; Shaun J. Dergousoff; Stefan Iwasawa; Stephanie J. Cooper; Susan C. Cork; Sylvia Checkley,Acadia University; Agriculture and Agri-Food Canada; BC Centre for Disease Control; Cegep de Saint Hyacinthe; Centre Intégré Universitaire de Santé et de Services Sociaux du Centre-Sud-de-l'Île-de-Montréal; Government of Manitoba; Government of New Brunswick; Institut National de Santé Publique du Québec; McGill University; Public Health Agency of Canada; Public Health Ontario; Simon Fraser University; University of British Columbia; University of Calgary; University of Guelph; University of Manitoba; University of Ottawa; University of Saskatchewan; Université de Montréal,Babesia; Biology; Geography; Ixodes; Tick; Tick-borne disease; Virology; Zoology,A5089212646,https://openalex.org/A5089212646
https://openalex.org/W4281840004,https://doi.org/10.1200/jco.2022.40.16_suppl.e16215,Effectiveness and safety of retreatment with lutetium Lu 177 DOTATATE in patients with progressive neuroendocrine tumors in the United States: A retrospective real-world study.,2022,article,2,closed,,Journal of Clinical Oncology,Neuroendocrine Tumor Research Advances,Medicine,Epidemiology,40,16_suppl,e16215,e16215,0.4,Afshin Shafie; Antônio Nakasato; Clare Byrne; Corinne Denise Strickland; Ebrahim S. Delpassand; Jackson Tang; Jeetvan Patel; Kyle Runeckles; Rodolfo Núñez; Shashank Ghantoji; Soheil Mohammadi Yazdi; Susan C. Cork,Excel Diagnostics Imaging,Chemotherapy; Internal medicine; Medicine; Neuroendocrine tumors; Nuclear medicine; Overall survival; Progression-free survival; Progressive disease; Regimen; Retrospective cohort study; Single Center; Surgery; Toxicity,A5089212646,https://openalex.org/A5089212646
https://openalex.org/W4392457787,https://doi.org/10.52517/9781789183313.010,Avian influenza and migratory wild birds: An EcoHealth perspective,2024,book-chapter,0,closed,,5m Books Ltd,Zoonotic diseases and public health,Medicine,"Public Health, Environmental and Occupational Health",,,,,0.0,Susan C. Cork,,Artificial intelligence; Biology; Computer science; Geography; Influenza A virus subtype H5N1; Perspective (graphical); Virology; Virus; Zoology,A5089212646,https://openalex.org/A5089212646
https://openalex.org/W4392488561,https://doi.org/10.52517/9781789183313,Case Studies in Ecohealth - Examining the Interaction between Animals and their Environment,2024,book,0,closed,,5m Books Ltd,,,,,,,,,Douglas P. Whiteside; Gábor L. Löveï; Susan C. Cork,Aarhus University; Agroécologie,Environmental health; Geography; Medicine; Psychology,A5089212646,https://openalex.org/A5089212646
https://openalex.org/W4392488634,https://doi.org/10.52517/9781789183313.009,The Asian longhorned tick in North America: An interdisciplinary EcoHealth study,2024,book-chapter,0,closed,,5m Books Ltd,Viral Infections and Vectors,Medicine,Infectious Diseases,,,,,0.0,Susan C. Cork,,Astrobiology; Biology; Earth science; Geography; Geology,A5089212646,https://openalex.org/A5089212646
https://openalex.org/W4392488643,https://doi.org/10.52517/9781789183313.012,Challenges and opportunities for yak herders in Bhutan,2024,book-chapter,0,closed,,5m Books Ltd,South Asian Studies and Conflicts,Social Sciences,Political Science and International Relations,,,,,0.0,Susan C. Cork,,Geography; Medicine; Veterinary medicine; YAK,A5089212646,https://openalex.org/A5089212646
https://openalex.org/W4392488666,https://doi.org/10.52517/9781789183313.001,"Introduction to EcoHealth, One Health and ecosystem health",2024,book-chapter,0,closed,,5m Books Ltd,Zoonotic diseases and public health,Medicine,"Public Health, Environmental and Occupational Health",,,,,0.0,Douglas P. Whiteside; Susan C. Cork,,Biology; Ecology; Ecosystem; Ecosystem health; Ecosystem services; Environmental health; Environmental planning; Environmental resource management; Environmental science; Geography; Medicine; Nursing; One Health; Public health,A5089212646,https://openalex.org/A5089212646
https://openalex.org/W4398228976,https://doi.org/10.7589/jwd-d-23-00026,"DISEASE AND MORTALITY IN FREE-RANGING LEPORIDS IN CANADA, 1990–2019: A RETROSPECTIVE STUDY",2024,article,0,closed,,Journal of Wildlife Diseases,Bacillus and Francisella bacterial research,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,60,3,,,0.0,J. Scott Weese; Jamie L. Rothenburger; S. Hunter; Susan C. Cork; Sylvia Checkley,University of Calgary; University of Guelph,Atypical pneumonia; Biochemistry; Biology; Disease; Ecology; Emaciation; Environmental health; Francisella; Francisella tularensis; Gene; Internal medicine; Medicine; Pathology; Pneumonia; Public health; Tularemia; Virology; Virulence; Wildlife; Wildlife disease,A5089212646,https://openalex.org/A5089212646
https://openalex.org/W4401229616,https://doi.org/10.1007/s42690-024-01321-6,Phylogenetic and ultrastructural characterization of bed bugs in the southwest of Iran: an open-closed rack system in the legs of C. Hemipterus,2024,article,0,closed,,International Journal of Tropical Insect Science,Dermatological diseases and infestations,Medicine,Infectious Diseases,44,4,2117,2126,0.0,Ali R. Alborzi; Chukwunonso O. Nzelu; Fatemeh Pazhoom; Ismaeil Alizadeh; Somayeh Bahrami; Susan C. Cork,Shahid Chamran University of Ahvaz; Tehran University of Medical Sciences; University of Calgary,Bed bug; Biology; Cimex lectularius; Demography; Ecology; Entomology; Gene; Genetics; Hemiptera; Phylogenetic tree; Population; Sociology; Zoology,A5089212646,https://openalex.org/A5089212646
https://openalex.org/W4306830550,https://doi.org/10.1093/jme/tjac157,Relationship Between Weather and Changes in Annual and Seasonal Abundance of <i>Culicoides sonorensis</i> (Diptera: Ceratopogonidae) in Alberta,2022,article,1,green,,Journal of Medical Entomology,Vector-Borne Animal Diseases,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",60,1,90,101,0.22,Alessandro Massolo; Isabelle Couloigner; Susan C. Cork; Tim Lysyk,Agriculture and Agri-Food Canada; Centre National de la Recherche Scientifique; Laboratoire Chrono-Environnement; University of Calgary; University of Pisa; Université Bourgogne Franche-Comté,Abundance (ecology); Atmospheric sciences; Biology; Ceratopogonidae; Culicoides; Ecology; Environmental science; Geodesy; Geography; Geology; Humidity; Latitude; Longitude; Meteorology; Precipitation; Relative humidity; Relative species abundance,A5089212646,https://openalex.org/A5089212646
https://openalex.org/W4318942331,https://doi.org/10.1530/endoabs.89.c15,Effectiveness and Safety of Re-Treatment With 177Lu-DOTATATE in Patients With Progressive NETs in the US: a Retrospective Real-World Study,2023,article,0,closed,,Endocrine Abstracts,Cardiac tumors and thrombi,Medicine,Cardiology and Cardiovascular Medicine,,,,,0.0,Afshin Shafie; Clare Byrne; Ebrahim S. Delpassand; Jackson Tang; Jeetvan Patel; Kyle Runeckles; Nakasato Antonio Reis; Rodolfo Núñez; Shashank S. Ghantoji; Strickland Corinne Denise; Susan C. Cork; Yazdi Soheil Mohammadi,,Internal medicine; Medicine; Real world evidence; Retrospective cohort study,A5089212646,https://openalex.org/A5089212646
https://openalex.org/W4319998314,https://doi.org/10.1079/onehealthcases.2023.0002,Community Engagement in Research &amp; Policy Development: A One Health Approach to the Control of Ticks and Tick-borne Diseases in Eastern Bhutan,2023,article,0,closed,,One Health Cases,Vector-borne infectious diseases,Immunology and Microbiology,Parasitology,,,,,0.0,Isabelle Couloigner; Jamyang Namgyal; Kinzang Chedup; Susan C. Cork,Ministry of Agriculture and Forests; University of Calgary,Agriculture; Biology; Business; Ecology; Economics; Environmental resource management; Geography; Government (linguistics); Linguistics; Livelihood; Livestock; Philosophy; Subsistence agriculture; Tick; Tick-borne disease,A5089212646,https://openalex.org/A5089212646
https://openalex.org/W4385378614,https://doi.org/10.1016/j.hlc.2023.06.109,Precipitants of Heart Failure Hospitalisation Evaluated on an eMR Dashboard,2023,article,0,bronze,,Heart Lung and Circulation,Heart Failure Treatment and Management,Medicine,Cardiology and Cardiovascular Medicine,32,,S170,S170,0.0,D. McNatty; Eleanor Rye; G. Tofler; Hong Thoai Nguyen; M. Farrell; P. Sharp; S. Hales; Sarah Parish; Susan C. Cork,Royal North Shore Hospital,Cardiology; Decompensation; Ejection fraction; Emergency medicine; Heart failure; Internal medicine; Medicine; Myocardial infarction,A5089212646,https://openalex.org/A5089212646
https://openalex.org/W4317212631,https://doi.org/10.1079/onehealthcases.2023.0001,Engaging an Interdisciplinary Team to Map the Current and Future Distribution of the Asian Longhorned Tick ( <i>Haemaphysalis longicornis</i> ) in North America: A One Health Approach to Risk Mapping and the Added Value of Citizen Science,2023,article,0,closed,,One Health Cases,Vector-borne infectious diseases,Immunology and Microbiology,Parasitology,,,,,0.0,Akaysha Envik; Elton Ko; Isabelle Couloigner; Jamyang Namgyal; Shaun J. Dergousoff; Susan C. Cork; Sylvia Checkley; Tim Lysyk,Agriculture and Agri-Food Canada; Canadian Science Centre for Human and Animal Health; Département Santé Animale; Lethbridge Research and Development Centre; Ministry of Agriculture and Forests; Public Health Agency of Canada; University of Calgary,Biochemistry; Biology; Climate change; Distribution (mathematics); Ecology; Gene; Geography; Government (linguistics); Habitat; Haemaphysalis; Haemaphysalis longicornis; Ixodidae; Linguistics; Mathematical analysis; Mathematics; Medicine; Nursing; One Health; Philosophy; Political science; Public health; Recombinant DNA; Tick; Vector (molecular biology),A5089212646,https://openalex.org/A5089212646
https://openalex.org/W4214730418,https://doi.org/10.1016/j.ijid.2021.12.292,A Qualitative Risk Assessment for the Introduction of Crimean-Congo Haemorrhagic Fever (CCHF) in Bhutan,2022,article,0,gold,,International Journal of Infectious Diseases,Viral Infections and Vectors,Medicine,Infectious Diseases,116,,S123,S124,0.0,J. Namgyal; R.B. Gurung; Susan C. Cork,Fondazione Edmund Mach; Institut Pasteur de Dakar; Ministry of Agriculture and Forests; University of Calgary; University of Trento,Crimean–Congo hemorrhagic fever; Geography; Medicine; Tick; Virology,A5089212646,https://openalex.org/A5089212646
https://openalex.org/W3194770446,,Protocol for 'Tick Surveillance Systems in North America: A Scoping Review',2021,article,0,closed,,,Insects and Parasite Interactions,Environmental Science,"Health, Toxicology and Mutagenesis",,,,,0.0,Akaysha Envik; Elise Romney; Heather Ganshorn; Isabelle Couloigner; Susan C. Cork; Sylvia Checkley,,Alternative medicine; Computer science; Computer security; Geography; Medicine; Pathology; Protocol (science),A5089212646,https://openalex.org/A5089212646
https://openalex.org/W3215814040,https://doi.org/10.1111/cobi.13863,Perspectives on Conservation and the Political Agenda.,2021,article,0,closed,,Conservation Biology,Rangeland and Wildlife Management,Environmental Science,Ecology,35,6,1973,1974,0.0,Susan C. Cork,University of Calgary,Environmental planning; Environmental protection; Geography; Law; Political science; Politics,A5089212646,https://openalex.org/A5089212646
https://openalex.org/W3147224229,https://doi.org/10.1111/zph.12769,<i>Salmonella</i> spp. prevalence and antimicrobial resistance in broiler chicken and turkey flocks in Canada from 2013 to 2018,2021,article,23,closed,,Zoonoses and Public Health,Salmonella and Campylobacter epidemiology,Agricultural and Biological Sciences,Food Science,68,7,719,736,3.391,Agnes Agunos; Chunu Mainali; Karen Liljebjelke; Niamh Caffrey; Sheryl Gow; Sylvia Checkley,Alberta Ministry of Agriculture and Forestry; Public Health Agency of Canada; University of Calgary,Ampicillin; Animal science; Antibiotic resistance; Antibiotics; Bacteria; Biology; Broiler; Ceftriaxone; Flock; Genetics; Medicine; Microbiology; Salmonella; Salmonella enteritidis; Serotype; Tetracycline; Veterinary medicine,A5085308093,https://openalex.org/A5085308093
https://openalex.org/W3178133329,https://doi.org/10.1016/j.watres.2021.117425,"The prevalence and levels of enteric viruses in groundwater of private wells in rural Alberta, Canada",2021,article,23,hybrid,,Water Research,Viral gastroenteritis research and epidemiology,Medicine,Infectious Diseases,202,,117425,117425,1.451,Bonita E. Lee; Jessica Popadynetz; John G. Younger; Niamh Caffrey; Norman F. Neumann; Sylvia Checkley; Tiejun Gao; Xiaoli Pang; Yuanyuan Qiu,Alberta Health Services; University of Alberta; University of Calgary,Aquifer; Astrovirus; Biology; Contamination; Ecology; Engineering; Feces; Geotechnical engineering; Groundwater; Medicine; Microbiology; Norovirus; Rotavirus; Sapovirus; Veterinary medicine; Virology; Virus; Water well,A5085308093,https://openalex.org/A5085308093
https://openalex.org/W3122543481,https://doi.org/10.1016/j.ijpara.2020.10.008,A global assessment of Echinococcus multilocularis infections in domestic dogs: proposing a framework to overcome past methodological heterogeneity,2021,review,21,hybrid,,International Journal for Parasitology,Parasitic infections in humans and animals,Medicine,Pathology and Forensic Medicine,51,5,379,392,0.953,Alessandro Massolo; Darcy R. Visscher; Emilie Toews; Marco Musiani; Sylvia Checkley,Alberta Health Services; Centre National de la Recherche Scientifique; Laboratoire Chrono-Environnement; The King's University; University of Alberta; University of Calgary; University of Pisa; Université Bourgogne Franche-Comté,Biology; Cestoda; Cestode infections; Echinococcosis; Echinococcus; Echinococcus multilocularis; Helminths; Zoology,A5085308093,https://openalex.org/A5085308093
https://openalex.org/W4366547918,https://doi.org/10.3389/fvets.2023.1155772,Factors associated with antimicrobial resistant enterococci in Canadian beef cattle: A scoping review,2023,review,6,gold,,Frontiers in Veterinary Science,Pharmaceutical and Antibiotic Environmental Impacts,Environmental Science,Pollution,10,,,,0.204,Cheryl Waldner; Heather Ganshorn; Jesse Invik; John P. Kastelic; Kaitlin L. Marasco; Kayla Strong; Richard J. Reid‐Smith; Simon J. G. Otto; Sylvia Checkley,Public Health Agency of Canada; University of Alberta; University of Calgary; University of Guelph; University of Saskatchewan,Animal science; Antibiotic resistance; Antibiotics; Antimicrobial; Beef cattle; Biochemistry; Biology; Biotechnology; Context (archaeology); Environmental health; MEDLINE; Medicine; Microbiology; Paleontology,A5085308093,https://openalex.org/A5085308093
